pid,file_name,label,location,_date,month_str,year,type,notes,teams,game_info,player_info,inventoried
SB_Tribune_May_2_1904,SB_Tribune_May_2_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",2/5/1904,May,1904,JPG,,,,,n
SB_Tribune_May_2_1997,SB_Tribune_May_2_1997.jpg,South Bend Tribune,"South Bend, Indiana, US",2/5/1997,May,1997,JPG,,,,,n
SB_Tribune_May_20_1904,SB_Tribune_May_20_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",20/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_21_1903,SB_Tribune_May_21_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_21_1904,SB_Tribune_May_21_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_21_1926_clipped,SB_Tribune_May_21_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",21/05/1926,May,1926,JPG,"Mention of a ""George Cassady"" as an owner? Article says ""George Cassady's Giants""","Studebaker Giants, Mishawaka Indestructos, Benders",n,n,y
SB_Tribune_May_22_1903,SB_Tribune_May_22_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",22/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_23_1903,SB_Tribune_May_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_23_1962,SB_Tribune_May_23_1962.jpg,South Bend Tribune,"South Bend, Indiana, US",23/05/1962,May,1962,JPG,,,,,n
SB_Tribune_May_27_1903_(1),SB_Tribune_May_27_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",27/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_27_1903,SB_Tribune_May_27_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",27/05/1903,May,1903,JPG,,,,,n
SB_Tribune_May_3_1902,SB_Tribune_May_3_1902.jpg,South Bend Tribune,"South Bend, Indiana, US",3/5/1902,May,1902,JPG,,,,,n
SB_Tribune_May_3_1904,SB_Tribune_May_3_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",3/5/1904,May,1904,JPG,,,,,n
SB_Tribune_May_30_1904,SB_Tribune_May_30_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",30/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_30_1926_clipped,SB_Tribune_May_30_1926_clipped.jpg,South Bend Tribune,"South Bend, Indiana, US",30/05/1926,May,1926,JPG,,"Giants, Policemen (literally a team of police officers)",y,y,y
SB_Tribune_May_31_1904,SB_Tribune_May_31_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",31/05/1904,May,1904,JPG,,,,,n
SB_Tribune_May_6_1901,SB_Tribune_May_6_1901.jpg,South Bend Tribune,"South Bend, Indiana, US",6/5/1901,May,1901,JPG,,,,,n
SB_Tribune_May_6_1903,SB_Tribune_May_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",6/5/1903,May,1903,JPG,,,,,n
SB_Tribune_May_7_1903,SB_Tribune_May_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",7/5/1903,May,1903,JPG,,,,,n
SB_Tribune_May_8_1903,SB_Tribune_May_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",8/5/1903,May,1903,JPG,,,,,n
SB_Tribune_May_8_1909,SB_Tribune_May_8_1909.jpg,South Bend Tribune,"South Bend, Indiana, US",8/5/1909,May,1909,JPG,,,,,n
SB_Tribune_May_8_1914,SB_Tribune_May_8_1914.jpg,South Bend Tribune,"South Bend, Indiana, US",8/5/1914,May,1914,JPG,Studebaker club played Notre dame at Notre dame!,"Studebaker Club, Notre Dame (Sorin)",n,y,y
SB_Tribune_November_15_1904,SB_Tribune_November_15_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",15/11/1904,November,1904,JPG,,,,,n
SB_Tribune_November_23_1904,SB_Tribune_November_23_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",23/11/1904,November,1904,JPG,,,,,n
SB_Tribune_October_01_1926,SB_Tribune_October_01_1926.jpg,South Bend Tribune,"South Bend, Indiana, US",1/10/1926,October,1926,JPG,,,,,n
SB_Tribune_October_19_1940,SB_Tribune_October_19_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",19/10/1940,October,1940,JPG,Team was asked to join semi pro league but foreman denied,Studebaker Athletics,n,n,y
SB_Tribune_October_24_1903,SB_Tribune_October_24_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",24/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_28_1903,SB_Tribune_October_28_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",28/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_29_1903_(1),SB_Tribune_October_29_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",29/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_3_1927,SB_Tribune_October_3_1927.jpg,South Bend Tribune,"South Bend, Indiana, US",3/10/1927,October,1927,JPG,,,,,n
SB_Tribune_October_4_1995,SB_Tribune_October_4_1995.jpg,South Bend Tribune,"South Bend, Indiana, US",4/10/1995,October,1995,JPG,,,,,n
SB_Tribune_October_5_1903,SB_Tribune_October_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",5/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_5_1904,SB_Tribune_October_5_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",5/10/1904,October,1904,JPG,,,,,n
SB_Tribune_October_6_1903,SB_Tribune_October_6_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",6/10/1903,October,1903,JPG,,,,,n
SB_Tribune_October_7_1903,SB_Tribune_October_7_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",7/10/1903,October,1903,JPG,,,,,n
SB_Tribune_September_10_1903,SB_Tribune_September_10_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",10/9/1903,September,1903,JPG,,,,,n
SB_Tribune_September_11_1903,SB_Tribune_September_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/9/1903,September,1903,JPG,,,,,n
SB_Tribune_September_15_1903,SB_Tribune_September_15_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",15/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_16_1903,SB_Tribune_September_16_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",16/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_19_1919,SB_Tribune_September_19_1919.jpg,South Bend Tribune,"South Bend, Indiana, US",19/09/1919,September,1919,JPG,They are playing for the city championship,"Studebaker Baseball, Singers",n,y,y
SB_Tribune_September_20_1904,SB_Tribune_September_20_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",20/09/1904,September,1904,JPG,,,,,n
SB_Tribune_September_22_1940,SB_Tribune_September_22_1940.jpg,South Bend Tribune,"South Bend, Indiana, US",22/09/1940,September,1940,JPG,,A's,n,n,y
SB_Tribune_September_3_1903,SB_Tribune_September_3_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",3/9/1903,September,1903,JPG,,,,,n
SB_Tribune_September_3_2007,SB_Tribune_September_3_2007.jpg,South Bend Tribune,"South Bend, Indiana, US",3/9/2007,September,2007,JPG,,,,,n
SB_Tribune_September_30_1903,SB_Tribune_September_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/09/1903,September,1903,JPG,,,,,n
SB_Tribune_September_5_1903,SB_Tribune_September_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",5/9/1903,September,1903,JPG,,,,,n
SB_Tribune_September_8_1903,SB_Tribune_September_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",8/9/1903,September,1903,JPG,,,,,n
